,date_info,name,title,content,rating
587,Reviewed in India on 24 November 2020,Pralay Patil,Truly Monster,Monster Battery : 6000mA/h monster battery lasts for 2 days. Monster Camera : 64 MP primary camera with 3 more (8+5+5 )on the back capture stunning moments. 4K video quality is also great. I am really satisfied with the back camera system. 32 MP Front camera performance is not upto the mark specially in low light.. Monster Performance : With 6GB RAM and Samsung Exynos 9 octa 9611 processor It runs Samsung OneUI 2.0 on top of Android 10. Satisfied with the performance.. Monster Display : The Samsung Galaxy M31 sports a big 6.4-inch display and has a waterdrop notch at the top. It has thin bezels around the AMOLED display which helps it stand out among the competition.. The Galaxy M31 is comfortable to hold in the hand but is a little heavy at 191g.. Overall a good phone in this price range.,5.0 out of 5 stars
588,Reviewed in India on 14 March 2020,Krishna,Monster from SAMSUNG..,"Firstly I was impressed by the delivery of the phone it was in my hand in just 10 hours after I book the phone in Amazon. Great job from Amazon.. Coming to M31, Really it's a monster. Unfortunately It got slipped from my hand on day 1 itself from 3ft but there is no scratch in the screen and there is only a minor rash on side panel. The battery was a beast and gives pretty good enough time to use the phone for long time. Camera was nice and overall phone performance was awesome. Really good product from SAMSUNG.",5.0 out of 5 stars
589,Reviewed in India on 31 May 2021,rajesh hegde,Not as expected,"Alway thaught samsung is world leader in electronics so switched from mi to m31 but within few months its cons started apearing touched the screen with wet fingers and it started working weird and couldn't open my phone for hours next day it allowed me to restart and it was ok ..same say tried cleaning it with sanitizer and started the same thing ,,,touch is bad besides has network issues along with software",2.0 out of 5 stars
590,Reviewed in India on 28 May 2020,Arun,Best made in India option at this range,6k battery is its usp.. Not at all bulky considering it has a 6k battery. It comes with latest android version 10 n Samsungs 1UI 2.0.. Smooth performance. 128 gm memory is enough for an above average user same with 6gb ram.. Nice camera with great options. Same with selfie camera. Pics in low light/night could be better but guess its a software thing that samsung would fix in the future updates.. Would have loved a metal body and on screen fingerprint sensor but yes can't expect everything at this price. Fullyloaded mobile at this price and best thing is its made in India.,5.0 out of 5 stars
591,Reviewed in India on 30 July 2020,vivek,Great product,I have purchased 6+128 blue variant model.. Review given: After 27 days of usage. Pros:. 1) definitely the battery life (gives a time of 10hrs of battery per charge includes pubg usage upto 2hrs ). 2) the UI ( personally I liked it ). 3) smoothly handles the multi-tasking. 4) good for gaming (pubg runs without lag even in HDR mood). 5) camera is good in day light. 6) can uninstall pre-installed apps. 7)usable storage was 108gb out of 128gb. 8) power saving mode is just awesome saves battery like hell.. CONS:. 1) charging speed. 2) the other modes in camera both front and back are not that great in night. 3)face detection is not upto mark fails most of the time even in day light.. Conclusion:. Overall the phone is good with decent battery and camera and good for multitasking can disappoint a bit for high gamers,5.0 out of 5 stars
592,Reviewed in India on 9 March 2020,Satya Venkata Sandeep,Truly a Megagalaxy of Samsung universe.,"Thanks for the Samsung( really I'm in song with it) for an all in one mobile set at an effective price. Till date,I am not a big fan of Samsung, as they produced mobiles at a bit expensive rate in comparison to other companies producing the same features at a lower price, but with this product, they completely got above everyone. Have been using it from past 3 days, the mobile amazed me with its battery backup, the camera was too good. While watching videos, it was a colorful and bright experience. I haven't experienced any pause while using applications till now. The finger print sensor is very fast in response. Over all to sum it up, it was a pretty good buy at this price. I suggest fellow buyers to go with 128gb rather than 64gb, as you are getting it, just for an extra 1000.",5.0 out of 5 stars
593,Reviewed in India on 21 October 2020,Vipul Kalariya,Check physical M31 mobile After buy...Wrost Money,100% desetisfied from M31 read more...It's a not good product. I used new mobile battery as working 4500 mah don't trust on 6000 mah. One UI is only basic features as this price product so why I pay more for basic function?. This price best options available in market so why pay more for Brand Samsung. Law light camera is poor quality. 64 MP quad camera result other brand 48 Camera result is similar so why pay more. As brand Samsung not make this M31. It's all over performance is like china product. Return this Mobile for Refund money. If you want this feature in samsung brand best result so buy Galaxy A51 at rupees 24999 or this features other provide you at rupees 14999,1.0 out of 5 stars
594,Reviewed in India on 24 June 2020,Anurag Patankar,Read my genuine review before purchase- Awesome mobile.,After using this handset for a week I am writing this review.. This phone is awesome. It gives premium feel in just 16999 k. Front Camera is awesome. Rear camera is above average.. Battery life excellent.. Sound output quality is ok.. Screen display excellent.. Internal screen layout gives premium look.. Phone grip is good and handy.. Processor speed very good.. Typing convenience excellent.. Sound recording quqlity for YouTube video is good.. Don't think too much just go for this mobile. It's worth for money.,5.0 out of 5 stars
595,Reviewed in India on 2 June 2020,Amazon Customer,Samsung Galaxy M31 with Super Powerfull Battery with Face Unlock and Fingerprint Sensor,"Samsung Mobile Company is the best Mobile Company Because I buy Samsung Mobile.. Model No M31. This mobile is Samsung Galaxy M31. It is very best product when I bought this mobile that time many people bought this phone.. This is very good brand excellent camera result. Multiple functions to give photo different effects. Good Battery 6,000mAh battery and 15W Fast Charging timing. Interesting thing mobile not get held even we store multiple apps. Its rate is very economical every person easily affords it.. Samsung Galaxy M31 Mobile is versatile 64MP Quad camera to document your life and Immersive viewing with 16.21cm (6.4"") Infinity-U Display with 64MP Ultra-High Resolution ISOCELL Bright GW1 image sensor. This is Excellent Feature With Fast Face Unlock and a Finger Print Sensor Now unlock your phone instantly with your face or fingerprint.. Good storage capacity. In these mobile features is 6GB Ram so this phone never be hang in any time and in this mobile Internal Storage is 62GB and add in memory.. So in my review I'm all the way supporting mobile and their functions and programs and the interesting thing is that is now a day’s mobile or cell phones or water protected in situation of wet or emergency by nature, however cell phone is very useful and super important for each and everyone, through cell phone you can call or message anyone within seconds, so I hope and I wish that in future I'll receive and see later the new innovations.. Battery: Battery life is its biggest strength.. 1. Solid battery life. 2. Vivid display and One UI is good. Camera: Images from the primary camera display excellent exposure, dynamic range, and color in most lighting conditions, with very few visible artifacts affecting image quality.",5.0 out of 5 stars
596,Reviewed in India on 31 July 2020,Anuj Kumar Gupta,"Robust, Good Quality, Nice Features, High Quality Camera Overall powerfull phone in that range.","Overall everything is good at this cost and best phone under 20k.. Pros: very good battery life, camera quality, performance, no issue of heating of phone.. Cons:. 1. Signal reception quality is little less but good. Observed, less speed of data when compared with my other phone with same service provider(jio), in parallel sessions.. 2. Many well known feature like parallel space for all apps, scheduled reboot, IR buster is not available.. 3. Battery charging with provided charger takes almost 4 hours to charge completly, I expected max 1 hour.. 4. New cool features which I really like.",4.0 out of 5 stars
597,Reviewed in India on 10 March 2020,Anshul Kumar,BEST BUDGET PHONE TILL NOW,"Pros--. 1. SUPER AMOLED DISPLAY. Yes the main purpose to purchase this phone is the display experience if u love to watch YouTube, Movies, Songs, etc. don't think just go for it. The sAMOLED display quality feels you premium which cannot provide by other brands in this price range. Samsung sAMOLED is excellent compare to other brands sAMOLED.(I.e. realme, etc.). 2. 64MP QUAD CAMERA, 32MP FRONT. CAMERA. Camera quality is awesome. It is improved compare to M30s 48mp triple rear, 16mp front camera and gives u more details while clicking pics. But when taking low light photos it performs average, sometimes details are missing and gives u blur photos.. Note: Price is 15k not expect too much because other brands also lack in low light photos in this price range.. 3. 6000mah BATTERY. Battery backup is pretty good because sAMOLED display consumes less battery compare to (IPS)LCD, TFT display. It gives u 1.5 days battery backup which cannot given by 4000mah, 5000mah.. 4. ONE UI, 6GB RAM. Samsung one ui gives u time to time updates at least 2 yrs and above. It feels u cool compare to miui, realme mi etc. 6gb ram in this price range is just awesome because samsung A series will not provide this in 15k.. Cons--. 1. EXYNOS 9611 OCTA CORE PROCESSOR. Samsung M30s is also come with this processor. Samsung should also upgrade the processor and give at least Qualcomm sd675 or above this time. Exynos 9611 is gud for daily purpose but if u are heavy gamer then it feels u bad. This processor is now outdated this time. Performance of exynos 9611 is similar to sd660 and sd665 which is below than sd675.. 2. MISSING NFC, SAMSUNG PAY, KNOX. SECURITY. A series provide these features but M series will not which is very disappointed for samsung user. Knox Security is samsung selfmade manufactured feature that's why it should also come in M series.. 3. BUILD QUALITY. Back side build quality is just plastic so u have to use gud back cover to avoid scratches and any other harm. A series Build quality feels u premium that's why M series are cheaper compare to A series.. 4. 15 WATT CHARGER. It has massive battery 6000mah but 15 w charger is not sufficient, it takes 2.45hrs to charge the phone 0 to 100%.Samsung should upgrade this and can give atleast 27watt charger this time.. Note-. 1.Samsung always try to save money and this time they also achieve this by these all 4 cons. But in my opinion it is best package in 15k because A series are very expensive if we purchasing for these features.. 2. If compare to other Chinese brands samsung phones are durable for long term uses and provide many service centers everywhere to resolve issues.",4.0 out of 5 stars
598,Reviewed in India on 9 November 2020,girish,Average phone over rated and hyped,Bought it for 15k and preferred samsung to avoid direct contribution to chinese manufacturers.. Major plus are rear camera and SAMOLED (though screen didnt perform as expected in outdoor).. Major cons:. Battery doesn't last long as mentioned.. I was previously using a phone with 3050MAH and this doesn't feel any different.. Front camera doesnt even have resolution of 16MP offered Xiaomi.. And phone already lags a bit inside a month of usage thanks to the exynos processor.. Its an average phone which should be available at 10k (it will soon be available at this price in some months owing to its disadvantages).. Last but not least samsung could've provided a back cover for the price paid.,4.0 out of 5 stars
599,Reviewed in India on 16 March 2020,RAKSHIT KATHAWATE,Monster in Power but worst in camera,"I bought the phone for the sole purpose of processing power and camera. Processing power is really great and so does the 6000mAh battery. But camera is really disappointing. You expect 64MP AI camera to match the standards but it performs really poor, even worse than my Samsung galaxy A70(2018) with 32MP camera. They should look more closely in building cameras. Phone has lag for some of the heavy apps but it eventually nullify soon you start using it daily. I would say if you are buying this phone for camera then DON'T please",3.0 out of 5 stars
600,Reviewed in India on 1 July 2020,Ricky Singh,Feeling like crying,"After 29 days phone stopped working. Phone is not getting switched on, tried every possible way. Amazon is refusing to replace as the 7 days replacement period is over.. I took it to a service center and after few days I received a call from service center that please come and collect your coupon and return all the original box contents to us. I thought they will replace my phone but I was given a SERVICE REFUND COUPON of ₹17499 which can be redeemed only at a Samsung Store (Not Online). But they catch is no samsung store has samsung m31 or m31s. I don't like the A series phones. Don't know what will I do with this useless coupon. I have no other choice other than buying overpriced A series phones and S series phones",1.0 out of 5 stars
601,Reviewed in India on 15 August 2020,Ankit Raj,best phone in this range.,"It is the best phone in this range. I really got what I wanted in this price range. Camera is far better than any other phone in this range. Specially the 64mp back and 32mp back camera. There are lots of features in camera like slow mo, night mode, super slow mo and many more. Fingerprint is working very nicely. I searched many other phones in this range, I watched many videos and review on different platforms and I found that no other phone is better than this. Performance is also really. Battery(6000mh) is awesome. I charge my this phone only once in whole day. There are so many features in this phone. I like the dark mode of this phone very much. Display is also amazing. This phone is perfect for any work. It is very easy to use its features. Overall this is beast phone in this price range. If you have more money you can go for Samsung A51 also.",5.0 out of 5 stars
602,Reviewed in India on 15 July 2020,Ajay,Fantastic Korean tech with lifelong trust.,"Fantastic product as you expect from Samsung. Great battery, camera, processor and performance. Way better than those cheap performing chinese ones. I would personally advice you to go for Samsung or if you want to buy another brand than definitely go for LG. Both are Korean and both are fantastic.",5.0 out of 5 stars
603,Reviewed in India on 3 June 2020,Anand,#Megamonster Review,"If You Are Reading My Review, Then, Please Read The Full Review, Before Purchasing The Phone. It'll help you.. I am writing this Review after 18 days of usage, It's an Awesome Phone for day to day usage, Software Experience is Good, it also contains some useful features for Elderly, Like Enhancement of sound from earpiece on phone call according to Age of elderly. Camera performance is Great in good lighting conditions with all 4 back cameras and 1 Front camera, In low light conditions camera struggles a bit, Battery Backup is 2 Days on Moderate Usage (like: Surfing internet and Social Media), But if you want to play High End Games like PUBG, COD, Even on Medium to High Graphics and Frame Rater then you will be disappointed. So in the end if you are a teenager who likes to click some awesome shots on their phone then this phone is for you OR If you are a Gamer and want more Hardware Performance for playing High-end Games Like PUBG, COD and Fortnight then please look for other options in the market because Snapdragon and Mediatek G90t is best for gaming, Exynos is a good processor not it's not for gaming. And If you want to gift this phone to your parents then this is a great phone,. I have attached some Camera sample shorts from Samsung Galaxy M31.",4.0 out of 5 stars
604,Reviewed in India on 30 April 2021,Alka,Poor quality,"Ordered this phone on 21st Feb. 2021 and today is 30th April 2021, started heating up since last week and now wifi could not be connected. Quality is not reliable.",1.0 out of 5 stars
605,Reviewed in India on 11 March 2020,Sart,"Well crafted product, but very poor camera quality","Editing the review since camera results are very poor. Too much smudges and noises and looks like either faulty product or incorrect advertisement regarding camera specs.. Well crafted product, but very poor camera quality. Pros -. good picture quality. Nice display. Biometrics is faster. Blue color on the back looks classy. Good batter life. Cons-. Given the specifications found the performance a bit lacking. Overall a good phone for the given price range",1.0 out of 5 stars
606,Reviewed in India on 2 August 2020,vc,Great phone at this price!,"Samsung M31 is wow for its battery. Fingureprint reader is very nice it recognized very quickly, someime I found it's unresponsive (3times in a 2 month) so used face recognition or have to use PIN. Camera I like to use 64mp main camera at 3:4. It is amazing in revealing details of close up picture (you can see clearly and detail of these tiny roof moss/algae, 3.5mm headphone jack was used for size comparison. When I use for scenery photos are good too. Only problem I found is sharpness of photo at highest zoom ( zooming photo to its highest) I think sharpness is good but not best. Samsung should improve processing of photo for excellent shrpness otherwise what is benefit of giving better lens. I usually use Adobe lightroom. Last 2 pics were processed in lightroom. All other camera are good too. Video quality is very good. All I'm very satisfied for having Samsung M31 phone.",5.0 out of 5 stars
607,Reviewed in India on 3 August 2020,AnViRa,"Samsung M31 - Made in India, go for it","I am happy to use Made in India product.. This is the best product IN BUDGET with all possible features that is made in India.. got a good exchange value against my old handset.. Pros. Display is beautiful. Camera Quality is great. Processor performance is smooth. 6000 MAH Battery is Biggggg. 128 GB storage is pretty good (You may need or not need external card). 512 GB card supported with dedicated external card slot.. Both dedicated sim slots support LTE. Fast charging and 15W charger top with phone. FAST charging.. Mobile speakers sound is pretty good. Camera is really very good.. Figure-print sensor response is good, i have not used face senssor.. Ultra fast delivery.. Cons:. Could had been a little slim. Should had been provided with a back cover",5.0 out of 5 stars
608,Reviewed in India on 17 October 2020,Priya,"Decent phone but very sad UI, not user friendly at all","Product is decent, no complaints as such other than the UI, it is so pathetic that I am already exchanging this phone with Other brand in 3 months, I really am last person to waste money on phone and buying new frequently, this is first time ever that I am exchanging a brand new phone within 3 months, else i atleast use my phone for 2 to 3 years.. Very disappointed with the UI, it is so boring and not user friendly, inq world of so much competition, Samsung team please up your game, I am so disheartened and it is a total loss of money :(",3.0 out of 5 stars
609,Reviewed in India on 3 May 2021,Shivanna R,NOT FOR GAMERS & HEAVY USERS,"It was good until update os10 to os11. There after starts giving problems like battery heats up to 45 degrees while browsing also offline game playing. And starts leg while playing games. This phone is not for gamers. I've using realme x 4gb ram last 1½ year works great, Samsung galaxy m31 is nothing. front of it, I haven't face any issues on realme x ......",2.0 out of 5 stars
610,Reviewed in India on 24 January 2021,Harshad,100% Recommendable can definitely buy this and won't Regret,"The phone came with almost 40% charge lasted almost 3 hrs of continues usage on wifi, put on charge and it took almost 2.5 hrs but need to understand it's an massive 6000 mah battery, 1st 50% charging was very fast, then till 70% it was ok, but after 70% it took much time to charge .. Once fully charged it last more then 2.5 days on normal usage, on heavy I. Usage it still lasts 24 hrs. Pros-. 1) Display clearity is just too good. 2) Battery life is awesome. 3) Camera clearity is very good, also attached few pics shot in daylight. 4) Speaker output is loud and clear. 5) Most pre installed apps can be uninstalled. 6) Network Reception and sound is very good. 7) Fingerprint Scanner works fast. 8) Processor is smooth and can easily multitask. 9) Looks Premium. 10) Amazon Delivery was really Quick and great discount offered, got it in 13500 with bank offer for 6gb/128gb. Cons. 1) Cable Length of Charger is too Short, even shorter then other samsung Charger's. 2) No back cover or screen guard in the box, as the back is glossy can easily attract scratches atleast must have provided the back cover in the box. 3) No Led Notification light, doesn't make much difference but it would have been better if this phone had it",5.0 out of 5 stars
611,Reviewed in India on 23 March 2020,Amazon Customer,Battery Beast and Ace Camera rest is crap,"I buyed phone on sale day 2 and received next day that , what I liked about the phone is battery Backup and Camera features rest things are pretty common like other competitors phone. Software is much better and impressive display in this segment.. Cons:. Volume is very low on call. Face recognition and finger recognition very poor.. Lags and gets little heat up while heavy gamimg.. Fast charging is not fast may be because of bigger battery 6000mah",2.0 out of 5 stars
612,Reviewed in India on 23 March 2020,Ashish,Competitive Mega Monster,"A complete mega Monster. This phone brings back Samsung in competition with the Chinese brands which has captured the market share in recent years.. Before writing this review, let me tell you'll a short brief on my requirements and background. I'm middleaged, working professional from Mumbai and my requirements were basic usage with some multimedia at the EOD. And I'm not a gamer. This is my 3rd mobile in 4 years and prior to this, I've been using A popular known brand and model, Redmi Note 4 since 2017 and another from upcoming company Realme with it's launch model Realme1 since Jun 2018. And my very first Android phone was none other than Samsung Galaxy M (CDMA model) So my experience and expectations were coming from the usage of these 2 recent handsets.. I wanted a mobile which gives me a smooth touch experience (lagging in Realme 1) with a decent performance with best battery (lagging in RN4) and a large storage within a budget of 15k.. This mobile may not be the best for full time gamers however it can definitely help you get a good 2 days battery life (with all day usage with bluetooth connected) with a smooth and vibrant looking display with its super amoled screen and knocking performance for all day to day needs including some gaming. And I'm completely satisfied with Samsung Galaxy M31 for this. With its new OneUI 2.0, I'm completely amazed with the kind of adaptations Samsung has done from its earlier Galaxy series.. I use to always feel, Samsung is am expensive brand and it always offer less against what we pay, however, must say, Samsung changed my perception towards Samsung mobiles. If your planning to upgrade for a smooth all around performance with a huge battery and a sexy display with a budget around 15-16k, go for it and you will love owing it...",4.0 out of 5 stars
613,Reviewed in India on 2 March 2021,Hardik Jivani,Bang for the buck,"I got this for 13.5k in a sale with bank discount(6GB/128GB).. I don't do gaming. No heavy processing.. My uses are video streaming over various platform. Social media apps, and light photo editing. Taking photos and videos.. never failed to last more than 1 and half day. It runs smooth.. Recommended this to many people.. only downside could be if display breaks. It would be costly to replace AMOLED display.. Real value for the money phone.",5.0 out of 5 stars
614,Reviewed in India on 7 March 2021,Nishikant Patil,Review after 1 year,"I am traveller and this phone was best suited for me requirements like battery + camera and other however after one year I am still facing issues like network, Call drops and majority is Google map is not work properly I also own Samsung S7 which does not give issues which I mentioned above I have test Google map with S7 and M31 but it's best suitable for those users who use phone very less for travellers and bloggers don't go by phone by Commercial ads Samsung A and M series only useful for very less phone activity users even not suitable for average users (attached screenshot of Google map where blue road indication line is missing)",2.0 out of 5 stars
615,Reviewed in India on 12 December 2020,RAJKUMAR,"Genuine review after one month usage = Nuisance, not a bless..","Cons:. Connectivity and tower reception is very bad (wonder, why I bought this and I convince myself saying SAR is less).. U have to say 10 hello's, before u speak. No inbuilt music player.. U will get 3rd party apps for playing, that will hang in between.. Battery 6000mah is for single day, mild usage only..( I, easily got 1.5 days with my previous mobile 4000 mah). Pros: look, big screen.. If u have not bought this one, cheers and be happy, u had saved few bucks... I'm not against SAMSUNG.. If u want only Samsung, then buy a mobile worth more than 25k with good processor, not exynos... Cheap mobiles in Samsung are worst than its peers of same price..",1.0 out of 5 stars
616,Reviewed in India on 12 November 2020,ishan_patel,Battery and Amoled Display,"Nice Mobile my samsung....!!! But It's depend on your requirement....!!! My requirements is only just professional use....!!. Pros : Awesome Battery Life, Due to this you can use your smart phone with smart producta with full day bluetooth connectivity, Smart Watch, Bluetooth Headphone for Phone Call, Hotspot, Full Day Internet, Stil Better will not die...!!. Superb Amoled Display. Smart Build up. One had usable, Length 159mm, Now days mobile will be in big size. Cons. Phone call voice connectivity not good. Facelock, Is Joke, It will take minutes to open your device. Charging time higher due to 15w charged support. Camera quality not good for Front Camera. Depend your requirements select mobile, For me This one is best phone....!!",3.0 out of 5 stars
617,Reviewed in India on 12 March 2020,Bhavya Teja Kota,Awesome phone...Beast for a reason . Thank you samsung,"after 6 days of use:. Camera 5/5. Performance 5/5. Display 5/5. Battery 5/5. Phone look 5/5. User interface 5/5. Sound 5/5. awesome phone. Pros:. 1. It looks stunning with the AMOLED display and looks like a high-end category phone.. 2. The battery is so powerful. literally a mini power bank. once fully charged it lasts for more than 2 days with heavy usage .. 3. Fast charging. and the phone is very handy with lightweight. never expected the phone to be this much light with a huge 6000 Miah battery.. 4. The camera is awesome. didn't expect a good camera and a mini power bank at this price range. wide-angle shots are as awesome as high-end phones.. 5 , Touch Response – Fast, precise, with low latency. Particularly noticeable on the keyboard, quick toggle menu, as well as when knocking off notifications or deleting feeds on say, the Chrome browser. Faster animations further this experience.. 6, Good call quality and Cellular Reception.. value for money at this price .",5.0 out of 5 stars
618,Reviewed in India on 10 June 2021,Santosh Reddy,Worst phone to have. Display issues.,"I purchased the phone in Jan 2021. After just few months of use, there was pink color spot on my phone. Day by day it started spreading to the whole screen. While my phone is still under warranty, Customer care says the damage to the screen was due to my fault and the screen replacement cannot be covered under warranty.. It seems that even slight pressure on the display will cause damage. This means, you cannot carry the phone in thight pockets which is ridiculous.. I would not recommend anyone to buy this product",1.0 out of 5 stars
619,Reviewed in India on 12 July 2020,Kaivalya Ghongde,A real mega-monster phone,"I am happy to write my view for this power pack mobile Samsung Galaxy M31, I choose this one very specifically as this one is indian brand and really it gives me the honor for it.. Superb battery life, after constant use even it's last the entire day.. Industry best performance... far better then Chinese phones i.e. MI,Vivo,Oppo etc.. Super display and screen resolution.. Rear and front Camera quality is also better then other similar range phones.. overall value for money product... must preferable mobile, Don't think much and go for it... you'll never feel regret on choosing this 👍",5.0 out of 5 stars
620,Reviewed in India on 4 August 2020,Aasim Jalees,Excellent  mobile from Samsung. Awesome mobile from  Samsung,"Very good mobile phone from Samsung.. If you are looking for a mobile with bigger battery and also for good camera then I will recommend you this mobile. That is Samsung Galaxy M31. Excellent mobile from Samsung. It is value for money mobile phone with great features at this price.. I have purchased the 8 GB Ram and 128 GB storage variant at Rs 19,499.. Samsung Galaxy M31 is really a very good mobile.",5.0 out of 5 stars
621,Reviewed in India on 23 October 2020,George,Good product. But have some problems.,Camera is very nice. Battery life is good.. Super Amoled display.. Processor:. Installation of apps take long time when compared to my realme 2 pro. You definitely feel phone is slow if you have used a phone with Snapdragon processor.. Battery:. Battery life is good. But very slow charging. It take 2.5h to complete charge. It has 6000mAh battery. So it would be good if it has better fast charging.. Performance:. It can handle multitasking and gaming but app loading will be slow.. Conclusion:. If you are old and normal user you like the performance. But you are young and want a faster phone then don't buy this product.,3.0 out of 5 stars
622,Reviewed in India on 7 June 2020,Prachi Chaudhary,Samsung Galaxy M31 : Mini Laptop,"I bought this phone for my husband and he couldnt have been more happy.. I will write about the things he liked best.. 1. He says his laptop has a Ram of 8GB and this phone has 6GB of Ram and because of this huge Ram, the phone runs like makkhan ( Indian Butter).. 2. The camera quality is like awesome. He never used to click these many pictures before. It has special food button which is specialized to click pictures of food items. The night camera can make night look like day, ITS THAT GOOD.. 3. AR EMOTICON : Now this is something I like more. It can turn you into emoticons which is like very cool.. 4. Battery life : After the first day when he charged the phone to 100%, he only plugged the phone into the charger after like 2 days. The c-port charger is also like an add on.. I find it a worthy investment :D",5.0 out of 5 stars
623,Reviewed in India on 16 August 2020,Prashant More,Great phone so far! It is MADE IN INDIA go for it!,"The phone is really smooth in operating, it's amoled display does give you a feel of holding a premium phone in hand, it has 6000mAH battery, the phone is really handy, plastic body, but still very grippy, it is light and fits in your hands perfectly, and not like other phones like redmi 8 pro and so on which are much heavy and oversized, it is packed with exynos 9611 I was skeptic about this processor since I was into Snapdragon before, but yeah, the exynos does the work, and the main thing, for most of them buyers, playing games, tried PUBG on this phones, there are very little very very little frame drops, phone heats up sometimes, so I always play by taking off the cover, battery does a great job while playing PUBG, speaking about the camera, trust me, it is a camera of flagship level, I mean the clarity is so great for daytime conditions, haven't tried clicking anything at low light, since I didn't need one, main stuff, it also has 3.5 mm Jack and Dolby atmos support, so you can expect some great earphones experience, and I guess that covers it all.",5.0 out of 5 stars
624,Reviewed in India on 16 June 2020,Dipankar Maity,You can buy it,Worth the penny.. Smooth UI. Good battery. Brilliant screen. Beautiful to look at and to hold in hand.. But still few words to say.. 6000 ma battery should last two days unless UI consume huge power. The battery is excess for one day but not monstrous as described.. Fast charger is enough fast only it to charge it three long hours.. The camera quality is good in day light but could not understand why is it told 48 mega pixel. It's a gimmick. A good 13 mp is equivalent to the said 48 mega pixel. The camera fails to impress in low light photography just like other mobile phone camera.. As a whole it's a good buy in the price tag of around Rs.13000.,4.0 out of 5 stars
625,Reviewed in India on 10 March 2020,Amol D.,M31 mega monster review after 4 days use,"I am using this Megaphone from last 4 days. Here is review-. 1. As claimed the strongest part of this phone is Mega Battery and it's TRUE in every term. With moderate use throughout the day Battery was down to 80% only from full charged in morning. I watched movies for another 2 hours continuously reducing only 10% further to 70%. charging 1 hr was sufficient to get back to 100%. Totally Impressive!!. 2. Camera is phenomenal. Wide angle, super slomo video, hyperlapse, clicks with auto adjustment, night mode, zoom.. all are best in every term. I have attached few clicks & videos. Check out. 3. Very user friendly functions. Everything seems so simple. That's best part too.. 4. I used Samsung smart switch app to transfer my entire data from my old android phone to this one. Without any hiccups totally got that done in one go everything including messages, call records. Everything in matter of hour. Seamless experience.. 4. You can create your own emoji. Best part- you can use while using camera too!. Overall totally happy with the purchase of this mobile.",5.0 out of 5 stars
626,Reviewed in India on 13 April 2021,Shamreez,Very bad after sales care,The one star review is for the Samsung warranty and service options available in India.. The phone worked amazing for the first 4 months.. Post it suddenly components started working erratically and even the display had to be changed and none of these was covered by the warranty.. It is not worth paying the additional money and buying Samsung if they are having such terrible service and warranty,1.0 out of 5 stars
627,Reviewed in India on 22 October 2020,Aman j,Samsung's !!Atom Bomb But network  connectivity  issue,"Hi All i would like to share my feedback after 5 days of use of samsung M31, Network connectivity issue network is very slow as compare to redmi note 9..But Camera quality is awesome specially slow mo videos picture quality wow just wow, Display guys just feel the experience when u use it ,Battery life once charged 100% gives 2 days of life with medium use even i have installed so many apps to see how battery perform, Process no dought .Samsung you came back with the right product in India Thanks you Samsung.",5.0 out of 5 stars
628,Reviewed in India on 11 March 2020,SanSmokez,Obviously it's a  mega monster 🤩,"It's a mega monster at this price segment 🤖 I'll tell you the pros and cons. Pros :. ➡️Super amoled display was so cool, you can't find this kind of display on this price segment on another brand's..... ➡️ Camera is also so cool, I can't say it's a crystal clear cam, but it's so cool on this price segment.... ➡️ It's too handy as well, with curvy edges it's fit your hand so cool, you won't even feel it's 191 grams weigh..... ➡️Exynos 9611 (10nm) Chipset is good to play high graphics games too....Games like pubg starts with high quality graphics on default, Almost it's equal to Snapdragon 712 Chipset.... ➡️ It's doesn't matter that you are a heavy user,the 6000 mah will easily make it a day easily without any issues.... ➡️ Ear piece is good as well, no issues on receiving sounds.... ⚠️Cons.... ➡️ Macro cam mode is not that good as we expected..... ➡️ As so far, I can't find any more issues..... Hope it'll help :)",5.0 out of 5 stars
629,Reviewed in India on 28 March 2020,Ankkit G.,Money Best Spend.,I have been using this phone for a while now ... And in lockdown situation this phone has given me good support.. Fingerprint reader works fine and is located at back. But i am using the face recognition. I feel its better . I tried using my photos to unlock the phone .... No luck ... Works only with my face.... Camera quality is good .... From a layman's perspective these are gr8 . From a photographer perspective they are just good. Depth camera gives good bokeh.... Macro camera is good. Battery Life is just amazing ... I use this with all office communication apps and still get more than 2 days out of it ... Seriously i am just way toooo happy with it.. Not happy with below:. Phone is a little heavy because of monster battery. Knox is replaced with McAfee. I even tried some games like pubg and call of duty ... Seem to work fine for me ... So overall a monster (excellent) Phone,5.0 out of 5 stars
630,Reviewed in India on 1 August 2020,Ishita,Kya Karu Petrol Khatam hi Nahi Hota,"The battery life is something which makes one remember the famous old advertisement which said ""Kya Karu Petrol Khatam hi nahi Hota"". It lasts long really long.. Phone is super smooth with no lags. The display is very bright and the sound quality is awesome too.. The camera is one of the best in the class and probably much better than anything available in this range. Please note that you have to change a few things in the settings to be able to use the camera in a better way. The default camera mode is controlled to conserve memory.. The only annoying thing is that few apps are automatically installed with software updates.And, then you have to take the extra effort to locate it and remove it.",5.0 out of 5 stars
